,index,source,timestamp,values,act
14155,178504,accelerometer,2017-06-29 19:05:44.259,"['-6.63916', '-6.4999084', '-7.3946686']",Walking&party
14167,178516,accelerometer,2017-06-29 19:05:58.953,"['-2.6191864', '-3.7636871', '-4.932358']",Walking&party
14182,178531,accelerometer,2017-06-29 19:06:16.123,"['-8.792984', '-5.640381', '-5.806717']",Walking&party
14202,178551,accelerometer,2017-06-29 19:06:59.464,"['-6.013687', '-5.5593414', '-5.0650024']",Walking&party
14224,178573,accelerometer,2017-06-29 19:07:58.867,"['-7.852783', '-5.427536', '-7.036621']",Walking&party
14238,178587,accelerometer,2017-06-29 19:08:03.961,"['-7.4660034', '-7.1453857', '-7.8840485']",Walking&party
14252,178601,accelerometer,2017-06-29 19:08:09.116,"['-3.835434', '-3.0208893', '-3.2221832']",Walking&party
14279,178628,accelerometer,2017-06-29 19:08:59.385,"['-6.7916718', '-3.6686401', '-4.0146637']",Walking&party
14299,178648,accelerometer,2017-06-29 19:09:58.753,"['-3.18721', '-4.8209686', '-5.4449615']",Walking&party
14321,178670,accelerometer,2017-06-29 19:10:49.395,"['-8.118423', '-5.040039', '-6.719986']",Walking&party
14333,178682,accelerometer,2017-06-29 19:10:54.528,"['-8.9483795', '-5.9839478', '-7.5048065']",Walking&party
14345,178694,accelerometer,2017-06-29 19:10:59.674,"['-4.958435', '-4.910507', '-4.8389893']",Walking&party
14362,178711,accelerometer,2017-06-29 19:11:50.338,"['-8.246872', '-4.285507', '-8.975571']",Walking&party
14374,178723,accelerometer,2017-06-29 19:11:58.603,"['-4.6804657', '-4.2318726', '-4.545334']",Walking&party
14406,178755,accelerometer,2017-06-29 19:12:59.002,"['-5.4001617', '-6.779785', '-5.5555725']",Walking&party
14412,178761,accelerometer,2017-06-29 19:13:04.135,"['-4.780899', '-5.3767853', '-6.3035126']",Walking&party
14433,178782,accelerometer,2017-06-29 19:15:01.333,"['-8.977341', '-2.2624054', '-2.103012']",Walking&party
14457,178806,accelerometer,2017-06-29 19:23:00.203,"['-3.427826', '-3.462265', '-8.226181']",Walking&party
14561,178910,accelerometer,2017-06-29 19:23:05.204,"['-3.8923035', '-7.644928', '-2.5399475']",Walking&party
14569,178918,accelerometer,2017-06-29 19:23:10.210,"['-3.3368378', '-6.118622', '-3.2893372']",Walking&party
14582,178931,accelerometer,2017-06-29 19:23:31.275,"['-5.6085815', '-7.3312836', '-3.2221832']",Walking&party
14592,178941,accelerometer,2017-06-29 19:23:36.410,"['-2.7573242', '-9.124542', '-0.9403839']",Walking&party
14604,178953,accelerometer,2017-06-29 19:23:58.765,"['-2.4853516', '-8.97551', '-1.0386658']",Walking&party
14616,178965,accelerometer,2017-06-29 19:24:12.409,"['-3.4348907', '-8.640793', '-1.7714081']",Walking&party
14624,178973,accelerometer,2017-06-29 19:24:17.552,"['-4.848068', '-8.067505', '-1.8845367']",Walking&party
14634,178983,accelerometer,2017-06-29 19:24:32.013,"['-4.830948', '-8.00621', '-2.212906']",Walking&party
14648,178997,accelerometer,2017-06-29 19:24:58.383,"['-4.2914124', '-8.313034', '-1.280365']",Walking&party
14661,179010,accelerometer,2017-06-29 19:25:26.541,"['-5.1701965', '-7.86615', '-2.5899963']",Walking&party
14749,179098,accelerometer,2017-06-29 19:31:59.005,"['-4.4220123', '-8.398865', '-0.95906067']",Walking&party
14772,179121,accelerometer,2017-06-29 19:32:58.379,"['-2.922882', '-9.281723', '-0.3298645']",Walking&party
14778,179127,accelerometer,2017-06-29 19:33:03.500,"['-4.5878143', '-8.365936', '-1.1538239']",Walking&party
14791,179140,accelerometer,2017-06-29 19:33:25.272,"['-4.4689484', '-8.398376', '-1.8311462']",Walking&party
14805,179154,accelerometer,2017-06-29 19:33:58.526,"['-1.9182739', '-6.675995', '-6.605301']",Walking&party
14834,179183,accelerometer,2017-06-29 19:34:58.692,"['-5.514374', '-8.465775', '-1.9533691']",Walking&party
14843,179192,accelerometer,2017-06-29 19:35:13.122,"['-4.5886536', '-8.629776', '-2.2281036']",Walking&party
14852,179201,accelerometer,2017-06-29 19:35:18.265,"['-3.6270294', '-7.352722', '-5.343689']",Walking&party
14862,179211,accelerometer,2017-06-29 19:35:58.452,"['-1.4020844', '-7.748352', '-6.3025665']",Walking&party
14891,179240,accelerometer,2017-06-29 19:36:58.811,"['-4.8326263', '-3.5746613', '-4.1569977']",Walking&party
14919,179268,accelerometer,2017-06-29 19:37:50.891,"['3.0010834', '-6.5713654', '6.8019867']",Walking&party
14925,179274,accelerometer,2017-06-29 19:37:55.905,"['3.0032349', '-6.5009766', '6.917618']",Walking&party
14967,179316,accelerometer,2017-06-29 19:39:59.010,"['4.489319', '-4.913391', '7.466614']",Walking&party
14992,179341,accelerometer,2017-06-29 19:40:59.569,"['3.9424896', '-4.494873', '8.024948']",Walking&party
15050,179399,accelerometer,2017-06-29 19:42:59.516,"['3.885025', '-4.55809', '8.007706']",Walking&party
15062,179411,accelerometer,2017-06-29 19:43:04.643,"['3.8452911', '-4.544922', '8.039307']",Walking&party
15138,179487,accelerometer,2017-06-29 19:45:15.455,"['3.825409', '-4.549942', '8.0507965']",Walking&party
15172,179521,accelerometer,2017-06-29 19:45:58.554,"['3.8134308', '-4.548752', '8.047684']",Walking&party
15194,179543,accelerometer,2017-06-29 19:46:16.806,"['3.812729', '-4.538208', '8.055344']",Walking&party
15204,179553,accelerometer,2017-06-29 19:46:22.052,"['3.8091278', '-4.5509033', '8.047684']",Walking&party
15227,179576,accelerometer,2017-06-29 19:46:57.266,"['2.023056', '-4.634094', '6.8167114']",Walking&party
15244,179593,accelerometer,2017-06-29 19:47:18.297,"['-9.442413', '-1.7258606', '-0.7401123']",Walking&party
15258,179607,accelerometer,2017-06-29 19:47:23.298,"['-0.30697632', '8.634445', '4.442734']",Walking&party
15265,179614,accelerometer,2017-06-29 19:47:28.304,"['1.987854', '3.300171', '8.788208']",Walking&party
15292,179641,accelerometer,2017-06-29 19:48:59.730,"['8.011307', '-0.4370575', '6.071396']",Walking&party
15306,179655,accelerometer,2017-06-29 19:49:24.166,"['9.465424', '0.81211853', '3.391449']",Walking&party
15313,179662,accelerometer,2017-06-29 19:49:29.231,"['9.492477', '0.81425476', '3.3516998']",Walking&party
15328,179677,accelerometer,2017-06-29 19:52:01.438,"['7.9570923', '-0.375412', '6.158066']",Walking&party
15527,179876,accelerometer,2017-06-29 20:34:14.663,"['-9.073349', '-0.51020813', '1.3314667']",Walking&party
15599,179948,accelerometer,2017-06-29 20:34:19.776,"['-9.383636', '1.9994049', '0.28329468']",Walking&party
15617,179966,accelerometer,2017-06-29 20:34:58.932,"['-0.49313354', '-9.527847', '-2.35141']",Walking&party
15634,179983,accelerometer,2017-06-29 20:35:58.387,"['-1.3387604', '-9.443451', '-2.328064']",Walking&party
15655,180004,accelerometer,2017-06-29 20:36:59.237,"['-0.7194977', '-9.668625', '0.19674683']",Walking&party
15672,180021,accelerometer,2017-06-29 20:39:01.324,"['-0.8405304', '-9.001007', '-3.644638']",Walking&party
15682,180031,accelerometer,2017-06-29 20:40:37.811,"['0.09284973', '-3.9506683', '9.006088']",Walking&party
15738,180087,accelerometer,2017-06-29 20:42:01.325,"['-0.94395447', '-9.1098175', '-3.5977173']",Walking&party
15744,180093,accelerometer,2017-06-29 20:42:44.131,"['0.4914856', '-9.530365', '1.3877411']",Walking&party
15800,180149,accelerometer,2017-06-29 20:43:00.395,"['0.1608429', '-9.60997', '1.7341766']",Walking&party
15807,180156,accelerometer,2017-06-29 20:43:05.400,"['-2.9034882', '-7.862793', '3.0110016']",Walking&party
15826,180175,accelerometer,2017-06-29 20:46:49.058,"['-3.0713348', '-5.1851196', '-7.6156616']",Walking&party
15889,180238,accelerometer,2017-06-29 20:46:58.253,"['2.014923', '-5.7639313', '-7.4807434']",Walking&party
15910,180259,accelerometer,2017-06-29 20:47:26.647,"['-8.744156', '-5.0998993', '0.41041565']",Walking&party
15950,180299,accelerometer,2017-06-29 20:50:01.315,"['-1.894104', '-9.046616', '2.1930237']",Walking&party
15977,180326,accelerometer,2017-06-29 21:00:06.157,"['0.78956604', '-8.864777', '4.4535065']",Walking&party
15999,180348,accelerometer,2017-06-29 21:00:11.159,"['-3.20755', '-7.4031067', '0.6287689']",Walking&party
16023,180372,accelerometer,2017-06-29 21:00:40.619,"['6.9268646', '-5.870468', '-3.2210999']",Walking&party
16042,180391,accelerometer,2017-06-29 21:00:59.387,"['-5.1180115', '-8.0421295', '1.7520142']",Walking&party
16063,180412,accelerometer,2017-06-29 21:02:58.524,"['-6.0080566', '-4.0504', '6.6270905']",Walking&party
16093,180442,accelerometer,2017-06-29 21:05:59.385,"['-6.2304688', '-2.9690552', '6.9940033']",Walking&party
16159,180508,accelerometer,2017-06-29 21:07:58.468,"['-7.1820526', '-6.447464', '0.66708374']",Walking&party
16184,180533,accelerometer,2017-06-29 21:08:58.489,"['-7.2220306', '-6.411316', '0.7304077']",Walking&party
16196,180545,accelerometer,2017-06-29 21:09:20.715,"['-1.365097', '-2.5005035', '-9.867401']",Walking&party
16212,180561,accelerometer,2017-06-29 21:09:59.247,"['3.307785', '-7.8996735', '3.9788666']",Walking&party
16234,180583,accelerometer,2017-06-29 21:11:00.260,"['7.407135', '-0.47979736', '6.7782745']",Walking&party
16254,180603,accelerometer,2017-06-29 21:11:54.118,"['7.40654', '-0.021911621', '6.728119']",Walking&party
16265,180614,accelerometer,2017-06-29 21:11:59.196,"['-3.6874695', '-6.3739624', '6.509659']",Walking&party
16276,180624,accelerometer,2017-06-29 21:12:24.521,"['-3.9049835', '-6.036743', '6.7059784']",Walking&party
16291,180640,accelerometer,2017-06-29 21:12:29.783,"['0.87431335', '-9.501038', '-1.4596863']",Walking&party
16294,180643,accelerometer,2017-06-29 21:12:52.606,"['-2.554184', '-2.620575', '9.227188']",Walking&party
16306,180654,accelerometer,2017-06-29 21:12:58.355,"['-2.8898468', '-3.047104', '8.979996']",Walking&party
16316,180665,accelerometer,2017-06-29 21:13:03.501,"['-2.8146667', '-3.0214844', '9.014465']",Walking&party
16324,180673,accelerometer,2017-06-29 21:13:23.613,"['-3.2262268', '-4.882141', '7.882004']",Walking&party
16347,180696,accelerometer,2017-06-29 21:13:44.796,"['-5.859619', '6.1376495', '4.150894']",Walking&party
16368,180717,accelerometer,2017-06-29 21:14:12.900,"['-2.1265717', '6.3108673', '7.5635834']",Walking&party
16375,180724,accelerometer,2017-06-29 21:14:17.906,"['-3.0184174', '-1.4475403', '9.356842']",Walking&party
16384,180733,accelerometer,2017-06-29 21:14:22.909,"['-2.9405975', '-1.5756226', '9.348465']",Walking&party
16394,180743,accelerometer,2017-06-29 21:14:35.044,"['-2.1083832', '-3.6499634', '8.467041']",Walking&party
16415,180764,accelerometer,2017-06-29 21:15:30.819,"['-2.6138', '1.189682', '9.036011']",Walking&party
16438,180787,accelerometer,2017-06-29 21:15:35.822,"['-2.9932709', '-2.3094482', '9.15213']",Walking&party
16483,180832,accelerometer,2017-06-29 21:16:58.842,"['-3.0375671', '-2.1372986', '9.180618']",Walking&party
16522,180871,accelerometer,2017-06-29 21:17:59.370,"['-3.0471497', '-2.1092987', '9.196899']",Walking&party
16563,180912,accelerometer,2017-06-29 21:19:05.941,"['-2.7701416', '-1.0572815', '9.466736']",Walking&party
16574,180923,accelerometer,2017-06-29 21:19:11.120,"['-2.7868958', '-1.0565643', '9.471283']",Walking&party
16608,180957,accelerometer,2017-06-29 21:19:47.220,"['-2.519226', '-0.9555359', '8.873215']",Walking&party
16622,180971,accelerometer,2017-06-29 21:19:59.238,"['-2.827591', '-1.8322754', '9.338638']",Walking&party
16668,181017,accelerometer,2017-06-29 21:21:27.345,"['-2.799942', '-1.7047882', '9.405563']",Walking&party
16683,181031,accelerometer,2017-06-29 21:21:42.418,"['-3.2373657', '-0.094696045', '9.371689']",Walking&party
16697,181046,accelerometer,2017-06-29 21:21:51.091,"['-2.3580933', '-0.976593', '9.24263']",Walking&party
16708,181057,accelerometer,2017-06-29 21:21:56.121,"['-1.8703918', '2.2634735', '9.064743']",Walking&party
16836,181185,accelerometer,2017-06-29 21:25:01.359,"['-5.2409515', '-7.9049377', '-1.8408356']",In bus
16838,181187,accelerometer,2017-06-29 21:25:21.429,"['-3.1821747', '-6.6700134', '4.0340424']",In bus
16855,181204,accelerometer,2017-06-29 21:25:26.675,"['-3.3328857', '-4.335312', '8.353302']",In bus
16857,181206,accelerometer,2017-06-29 21:25:44.679,"['-3.4936676', '-4.779541', '8.03093']",In bus
16877,181226,accelerometer,2017-06-29 21:25:53.061,"['-4.858841', '1.3614655', '8.484879']",In bus
16888,181237,accelerometer,2017-06-29 21:25:58.521,"['-1.3230896', '3.751236', '9.063553']",In bus
16896,181245,accelerometer,2017-06-29 21:26:03.525,"['-3.5283813', '3.0990448', '9.032425']",In bus
16905,181254,accelerometer,2017-06-29 21:26:09.147,"['-2.2327576', '4.5253906', '8.0112915']",In bus
16915,181264,accelerometer,2017-06-29 21:26:17.774,"['-4.4619904', '-1.2519379', '8.181641']",In bus
16925,181274,accelerometer,2017-06-29 21:26:22.837,"['1.2752228', '-9.435669', '1.8093567']",In bus
16934,181283,accelerometer,2017-06-29 21:26:27.845,"['-2.7658234', '-2.1250916', '9.318527']",In bus
16943,181292,accelerometer,2017-06-29 21:26:32.848,"['-2.814911', '-2.0808105', '9.320923']",In bus
16954,181303,accelerometer,2017-06-29 21:26:37.848,"['-2.649704', '-0.034957886', '9.62619']",In bus
16965,181314,accelerometer,2017-06-29 21:26:42.850,"['-2.9130707', '-1.7073059', '9.179672']",In bus
16973,181322,accelerometer,2017-06-29 21:27:01.336,"['-3.2733917', '-1.4808197', '9.237366']",In bus
16982,181330,accelerometer,2017-06-29 21:27:51.588,"['-6.333191', '-6.7327423', '2.9426575']",In bus
16994,181343,accelerometer,2017-06-29 21:27:58.730,"['-9.272064', '-7.269882', '13.6831665']",In bus
17028,181377,accelerometer,2017-06-29 21:30:19.489,"['-3.6350403', '-2.023346', '8.582428']",In bus
17109,181457,accelerometer,2017-06-29 21:32:53.121,"['0.013961792', '6.03183', '7.4886475']",In bus
17123,181472,accelerometer,2017-06-29 21:32:58.736,"['-1.3656921', '2.984253', '9.3980255']",In bus
17133,181482,accelerometer,2017-06-29 21:33:03.892,"['-0.039794922', '2.9391174', '9.466019']",In bus
17142,181491,accelerometer,2017-06-29 21:35:01.348,"['-0.033920288', '2.4569244', '9.625473']",In bus
17226,181575,accelerometer,2017-06-29 22:04:40.101,"['-1.5232391', '0.2403717', '9.827301']",Running
19841,184190,accelerometer,2017-06-30 10:54:05.970,"['-1.9946594', '-6.0343475', '7.565384']",Eat
19861,184210,accelerometer,2017-06-30 10:54:59.096,"['-8.050903', '-1.5911865', '5.35553']",Eat
19868,184217,accelerometer,2017-06-30 10:55:04.104,"['-0.64456177', '-4.593521', '8.746323']",Eat
19889,184238,accelerometer,2017-06-30 10:55:59.174,"['-0.5222168', '-4.226013', '8.948868']",Eat
19913,184262,accelerometer,2017-06-30 10:56:59.710,"['0.8618622', '-5.8097687', '7.9641266']",Eat
19934,184283,accelerometer,2017-06-30 10:57:54.443,"['7.360565', '5.7171173', '3.4020996']",Eat
19941,184290,accelerometer,2017-06-30 10:57:59.581,"['7.418152', '5.7444', '3.2487488']",Eat
19951,184299,accelerometer,2017-06-30 10:58:04.611,"['7.4086914', '5.6916046', '3.272934']",Eat
19986,184335,accelerometer,2017-06-30 11:00:42.767,"['3.5812073', '-6.517975', '6.514679']",Eat
20032,184381,accelerometer,2017-06-30 11:00:54.381,"['4.2673798', '-6.439682', '6.1727905']",Eat
20040,184389,accelerometer,2017-06-30 11:00:59.517,"['4.150543', '-6.7219696', '5.9486847']",Eat
20054,184403,accelerometer,2017-06-30 11:01:22.536,"['4.2147064', '-6.620453', '6.0159607']",Eat
20060,184409,accelerometer,2017-06-30 11:01:42.640,"['3.659256', '-6.8645477', '5.277359']",Eat
20071,184420,accelerometer,2017-06-30 11:01:58.479,"['-6.4342194', '-11.570221', '2.5249786']",Eat
20084,184433,accelerometer,2017-06-30 11:02:12.434,"['5.654587', '-5.552643', '4.821747']",Eat
20094,184443,accelerometer,2017-06-30 11:02:17.437,"['5.176941', '-3.1965027', '7.7742767']",Eat
20103,184452,accelerometer,2017-06-30 11:02:30.851,"['5.6699066', '-2.4168243', '-7.802887']",Eat
20117,184466,accelerometer,2017-06-30 11:02:58.581,"['-0.77804565', '-6.213562', '7.6365967']",Eat
20172,184521,accelerometer,2017-06-30 11:06:50.267,"['0.714386', '-5.553238', '7.5440674']",Eat
20178,184527,accelerometer,2017-06-30 11:06:55.353,"['3.2411041', '-7.924576', '4.8926086']",Eat
20295,184644,accelerometer,2017-06-30 11:48:42.485,"['-8.297028', '-2.078415', '-1.4170685']",Train
20324,184672,accelerometer,2017-06-30 11:48:47.596,"['-9.341736', '-3.5004425', '-1.3824768']",Train
20457,184806,accelerometer,2017-06-30 11:48:52.698,"['-4.381668', '-8.072174', '-0.47805786']",Train
20521,184870,accelerometer,2017-06-30 11:48:57.840,"['-12.881561', '-6.296753', '-2.778183']",Train
20588,184937,accelerometer,2017-06-30 11:49:02.985,"['-9.574585', '1.3268585', '-4.6670837']",Train
20650,184999,accelerometer,2017-06-30 11:49:08.127,"['-6.47612', '-6.451782', '-3.2038727']",Train
20691,185040,accelerometer,2017-06-30 11:49:13.271,"['-8.353653', '-3.4896698', '2.2971802']",Train
20749,185098,accelerometer,2017-06-30 11:49:18.417,"['-3.542862', '-5.419037', '-1.6430817']",Train
20776,185125,accelerometer,2017-06-30 11:49:23.565,"['-10.114822', '-6.1836243', '-0.9255371']",Train
20797,185146,accelerometer,2017-06-30 11:49:28.704,"['-9.486588', '-3.6102142', '2.548935']",Train
20999,185348,accelerometer,2017-06-30 11:49:33.874,"['-6.70549', '-1.7116241', '-4.9422913']",Train
21086,185435,accelerometer,2017-06-30 11:49:38.996,"['5.2109375', '-7.190277', '-1.727951']",Train
21097,185446,accelerometer,2017-06-30 11:49:44.141,"['-7.0551605', '-5.257187', '-3.6647491']",Train
21108,185457,accelerometer,2017-06-30 11:49:49.287,"['-9.913712', '-1.5258331', '-1.1294098']",Train
21115,185464,accelerometer,2017-06-30 11:49:58.992,"['-10.651245', '-2.0835571', '0.5357666']",Train
21129,185478,accelerometer,2017-06-30 11:50:11.059,"['-8.672684', '-3.340866', '-1.7945099']",Train
21138,185487,accelerometer,2017-06-30 11:50:19.995,"['-6.942627', '-2.2479095', '6.5526276']",Train
21149,185498,accelerometer,2017-06-30 11:50:33.248,"['-6.5839844', '-4.2324677', '5.906189']",Train
21159,185508,accelerometer,2017-06-30 11:50:42.941,"['-9.146011', '-4.063568', '-3.1177979']",Train
21170,185519,accelerometer,2017-06-30 11:50:50.862,"['-5.9640045', '-7.3109436', '-2.747284']",Train
21179,185528,accelerometer,2017-06-30 11:50:56.002,"['3.3973236', '-9.175781', '0.7314911']",Train
21188,185537,accelerometer,2017-06-30 11:51:01.148,"['3.4917755', '-9.030579', '1.5971069']",Train
21196,185545,accelerometer,2017-06-30 11:51:06.293,"['3.299408', '-8.910736', '2.4799652']",Train
21207,185556,accelerometer,2017-06-30 11:51:14.341,"['3.2344055', '-9.091141', '1.7043762']",Train
21216,185565,accelerometer,2017-06-30 11:51:22.404,"['2.9650574', '-9.444412', '0.3803711']",Train
21223,185572,accelerometer,2017-06-30 11:51:30.345,"['-5.3714447', '-7.5477295', '-2.1833344']",Train
21241,185590,accelerometer,2017-06-30 11:51:37.642,"['-7.680649', '-2.9777832', '6.576935']",Train
21248,185597,accelerometer,2017-06-30 11:51:45.559,"['0.25697327', '-8.380783', '1.8165436']",Train
21259,185608,accelerometer,2017-06-30 11:51:53.672,"['-8.21048', '0.080200195', '-2.9027863']",Train
21267,185616,accelerometer,2017-06-30 11:51:58.817,"['-8.735535', '-1.541275', '-1.2079315']",Train
21275,185624,accelerometer,2017-06-30 11:52:03.968,"['-9.346054', '-0.8986664', '2.7225037']",Train
21285,185634,accelerometer,2017-06-30 11:52:09.113,"['-9.141342', '0.20649719', '-4.984314']",Train
21305,185654,accelerometer,2017-06-30 11:52:16.828,"['-10.316666', '-1.6955719', '1.6248779']",Train
21321,185670,accelerometer,2017-06-30 11:52:24.942,"['-8.363342', '-2.406662', '4.380615']",Train
21332,185681,accelerometer,2017-06-30 11:52:31.690,"['-9.592529', '-6.9581604', '6.729553']",Train
